alcohol,density,volatile acidity,chlorides,residual sugar,quality
11.0,0.99368,0.23,0.03,8.0,6
9.2,0.99792,0.38,0.112,13.1,5
13.0,0.99026,0.38,0.021,4.9,7
10.6,0.99362,0.19,0.044,1.3,5
13.0,0.98919,0.34,0.021,2.2,8
9.0,0.99835,0.23,0.051,14.9,6
11.5,0.99038,0.31,0.021,0.95,5
11.0,0.99104,0.2,0.025,1.4,6
9.9,0.99286,0.26,0.05,1.7,5
10.4,0.99296,0.22,0.039,5.6,6
9.9,0.9954,0.19,0.056,7.1,6
11.0,0.9914,0.14,0.045,1.2,6
12.1,0.99286,0.32,0.026,9.6,6
9.7,0.99604,0.23,0.044,11.4,6
12.2,0.99119,0.36,0.034,7.9,7
12.4,0.99007,0.38,0.016,5.0,7
10.5,0.99507,0.23,0.033,11.1,7
10.4,0.99596,0.2,0.05,8.0,6
12.0,0.99011,0.26,0.029,3.8,6
12.7,0.99184,0.3,0.037,10.55,6
10.9,0.99469,0.18,0.039,10.2,7
10.9,0.99406,0.18,0.039,9.8,7
11.4,0.99305,0.19,0.034,6.3,7
11.0,0.99096,0.16,0.036,1.1,6
12.6,0.98956,0.27,0.032,4.5,7
11.6,0.9921,0.37,0.034,6.3,7
10.5,0.99496,0.2,0.038,10.9,7
12.5,0.9888,0.28,0.037,0.8,6
12.1,0.98942,0.35,0.034,0.8,8
11.3,0.99082,0.25,0.035,1.2,6
13.3,0.98802,0.32,0.025,1.3,7
11.0,0.99074,0.18,0.034,1.2,6
12.1,0.98968,0.3,0.037,0.9,6
13.0,0.9887,0.3,0.03,3.7,7
8.8,0.99941,0.2,0.054,18.1,6
9.5,0.99388,0.25,0.061,1.35,5
11.8,0.99206,0.22,0.029,5.5,6
12.2,0.99035,0.25,0.026,3.1,6
10.7,0.99581,0.13,0.042,12.85,6
11.0,0.9976,0.45,0.04,19.8,6
11.4,0.99362,0.32,0.02,8.25,6
12.0,0.99016,0.34,0.035,3.8,6
11.9,0.99176,0.22,0.037,6.9,8
11.8,0.99439,0.32,0.029,11.7,6
10.6,0.99458,0.27,0.046,4.6,4
9.7,0.99418,0.74,0.05,4.0,5
11.0,0.99178,0.22,0.045,1.2,7
10.5,0.99456,0.22,0.024,8.9,6
10.4,0.99578,0.32,0.035,11.7,5
10.5,0.99546,0.18,0.05,6.2,6
12.0,0.99518,0.47,0.024,14.8,8
9.2,0.99646,0.19,0.042,10.8,6
10.9,0.99264,0.14,0.036,1.6,5
9.5,0.99578,0.24,0.045,8.3,6
9.4,0.99604,0.25,0.042,8.4,6
11.3,0.99014,0.24,0.026,2.5,7
10.4,0.99489,0.29,0.054,3.5,5
9.4,0.99884,0.33,0.037,17.2,6
11.3,0.99054,0.23,0.027,2.1,6
8.8,0.99782,0.27,0.044,12.2,6
10.8,0.99519,0.2,0.045,11.8,5
9.4,0.99882,0.33,0.037,16.8,6
9.2,0.9931,0.21,0.154,1.1,6
10.3,0.99666,0.27,0.044,14.7,6
9.9,0.99324,0.12,0.034,5.5,6
12.4,0.99086,0.24,0.027,6.1,6
11.9,0.9908,0.18,0.041,1.2,5
11.7,0.99067,0.17,0.023,1.3,6
9.4,0.99711,0.33,0.126,8.7,5
9.6,0.99452,0.255,0.039,1.7,4
10.4,0.9945,0.2,0.043,10.2,7
9.5,0.99427,0.17,0.042,4.5,5
11.9,0.99152,0.15,0.036,5.9,6
12.5,0.98935,0.25,0.024,1.7,6
13.4,0.98876,0.28,0.016,1.4,5
12.7,0.99174,0.27,0.026,5.4,5
9.1,0.99572,0.25,0.045,7.9,5
10.5,0.99184,0.19,0.026,1.1,6
10.4,0.99454,0.25,0.046,7.0,5
12.5,0.99164,0.28,0.03,7.6,8
9.0,0.99778,0.21,0.038,12.3,5
9.8,0.9975,0.15,0.045,15.3,6
10.7,0.99205,0.28,0.033,1.2,4
12.4,0.98962,0.18,0.033,2.3,6
12.5,0.99118,0.53,0.029,6.1,8
12.1,0.99274,0.36,0.028,10.2,7
11.3,0.99184,0.25,0.041,4.1,6
12.0,0.99052,0.24,0.039,2.9,5
10.4,0.99546,0.25,0.042,8.5,5
12.2,0.98972,0.15,0.042,1.5,7
8.6,0.9942,0.28,0.039,3.1,5
12.1,0.99022,0.28,0.028,3.5,5
12.0,0.99253,0.35,0.032,4.9,5
11.9,0.9903,0.35,0.029,1.2,6
13.7,0.98906,0.31,0.024,4.5,7
11.3,0.99146,0.17,0.03,2.6,6
10.5,0.9951,0.23,0.036,9.9,6
10.1,0.995,0.2,0.041,9.5,3
12.3,0.98876,0.37,0.024,1.5,6
12.0,0.98956,0.36,0.031,3.2,7
9.5,0.99592,0.28,0.04,11.2,6
11.4,0.99129,0.27,0.043,3.2,6
11.9,0.99064,0.25,0.045,2.3,7
10.0,0.99368,0.24,0.032,4.9,6
11.3,0.99121,0.13,0.034,1.4,7
11.7,0.99104,0.78,0.045,1.5,5
11.0,0.99221,0.33,0.022,6.7,7
12.2,0.98924,0.34,0.033,2.1,7
10.7,0.99176,0.14,0.028,4.3,7
10.9,0.99432,0.26,0.038,10.9,6
10.2,0.99366,0.29,0.04,7.0,6
11.1,0.99178,0.21,0.047,2.5,5
11.2,0.99126,0.26,0.045,2.6,6
10.6,0.99252,0.25,0.047,2.5,6
10.3,0.99709,0.35,0.047,14.7,5
10.4,0.99513,0.3,0.054,4.5,4
11.9,0.99045,0.24,0.033,2.2,6
11.9,0.99,0.23,0.036,1.9,7
10.4,0.99305,0.23,0.043,1.6,5
9.2,0.99888,0.24,0.052,17.3,6
11.3,0.99182,0.17,0.04,4.2,6
11.0,0.9913,0.21,0.034,2.5,7
12.9,0.98836,0.28,0.031,1.4,7
10.8,0.9897,0.19,0.027,0.8,5
9.1,0.99586,0.25,0.049,8.0,6
12.9,0.98892,0.18,0.03,1.7,6
12.2,0.99156,0.18,0.037,5.5,5
10.3,0.99534,0.23,0.052,8.6,5
11.0,0.99322,0.17,0.059,6.9,7
11.0,0.99296,0.3,0.043,2.1,5
11.7,0.99098,0.24,0.039,2.2,6
12.0,0.98972,0.21,0.039,1.5,6
12.7,0.98964,0.33,0.047,2.5,6
8.8,0.99918,0.35,0.061,17.6,5
12.8,0.99008,0.25,0.034,2.9,6
11.2,0.992,0.16,0.043,4.8,6
8.9,0.99851,0.39,0.057,11.9,6
11.2,0.99026,0.19,0.04,0.9,5
11.1,0.9906,0.25,0.051,1.3,6
10.8,0.99293,0.22,0.042,6.4,6
9.3,0.99658,0.19,0.045,4.3,6
12.7,0.9911,0.33,0.038,8.1,7
12.0,0.9904,0.17,0.045,1.3,6
11.2,0.99026,0.19,0.04,0.9,5
8.8,0.99946,0.23,0.039,17.2,6
10.4,0.99568,0.32,0.038,8.7,6
14.0,0.9907,0.39,0.027,7.5,6
13.1,0.99018,0.25,0.035,4.6,6
12.3,0.98994,0.29,0.029,3.7,6
12.6,0.99075,0.4,0.03,2.2,6
12.0,0.99212,0.39,0.02,7.4,7
9.5,0.99684,0.17,0.033,15.1,5
12.7,0.99036,0.36,0.019,4.8,7
10.5,0.99456,0.19,0.042,7.9,6
12.9,0.98865,0.34,0.023,1.0,6
11.9,0.99222,0.3,0.024,4.6,6
12.0,0.99022,0.68,0.037,1.4,6
12.5,0.99076,0.34,0.031,6.2,6
12.1,0.99144,0.28,0.034,6.1,7
12.5,0.98961,0.19,0.019,5.1,6
9.9,0.9936,0.16,0.043,6.3,6
10.7,0.99126,0.17,0.036,0.9,6
12.0,0.99044,0.2,0.048,2.3,6
12.2,0.99123,0.33,0.042,6.6,8
12.4,0.99123,0.33,0.036,7.5,8
12.4,0.9916,0.36,0.038,8.6,8
10.3,0.9959,0.21,0.039,11.9,6
10.5,0.9931,0.41,0.05,7.1,5
9.5,0.99422,0.15,0.051,4.3,6
10.5,0.99194,0.2,0.046,1.1,4
12.3,0.98926,0.24,0.027,1.0,6
11.9,0.99306,0.16,0.025,7.9,6
9.8,0.99164,0.12,0.038,1.0,5
11.4,0.98988,0.1,0.04,1.0,7
11.0,0.99268,0.21,0.041,7.3,6
10.8,0.99373,0.3,0.046,1.7,4
12.8,0.98939,0.18,0.027,1.3,7
11.0,0.99318,0.17,0.055,6.4,8
10.2,0.99196,0.19,0.035,1.8,5
12.5,0.98952,0.28,0.026,1.5,7
11.6,0.9911,0.24,0.037,3.8,6
11.0,0.99111,0.16,0.036,1.2,5
10.9,0.99321,0.21,0.037,5.3,6
11.0,0.99326,0.22,0.044,9.1,7
12.5,0.99124,0.34,0.027,6.5,6
12.0,0.99214,0.21,0.032,6.3,7
12.4,0.9897,0.31,0.031,5.1,7
12.8,0.98915,0.42,0.022,2.4,7
9.1,0.99692,0.28,0.035,7.5,5
12.4,0.991,0.45,0.033,5.0,7
12.9,0.9913,0.29,0.031,6.75,7
10.9,0.99234,0.21,0.045,1.2,6
10.8,0.99402,0.25,0.045,1.6,5
10.6,0.99678,0.21,0.04,16.05,5
9.0,0.99458,0.33,0.053,5.0,5
12.0,0.99452,0.3,0.043,12.4,6
11.8,0.99033,0.24,0.041,0.95,5
10.6,0.9927,0.18,0.041,4.6,6
12.3,0.99002,0.335,0.033,1.7,6
11.5,0.99057,0.14,0.104,1.0,6
11.1,0.99127,0.13,0.044,1.3,5
9.9,0.9927,0.29,0.142,2.5,4
12.8,0.98938,0.35,0.036,2.6,7
12.9,0.99001,0.38,0.102,2.1,5
12.9,0.99386,0.24,0.034,12.75,6
12.0,0.9899,0.16,0.037,1.1,6
11.2,0.9913,0.15,0.045,3.7,6
13.3,0.98916,0.33,0.041,2.65,7
9.9,0.99276,0.2,0.046,2.5,6
9.5,0.99586,0.27,0.055,8.2,6
9.4,0.99556,0.27,0.054,7.3,6
11.0,0.99158,0.2,0.047,1.1,7
9.4,0.99548,0.13,0.056,6.6,6
11.5,0.99206,0.21,0.038,7.0,6
12.5,0.99412,0.31,0.038,14.5,5
11.9,0.99364,0.2,0.035,11.8,6
10.4,0.99338,0.25,0.054,3.0,6
12.5,0.99123,0.22,0.035,6.0,6
11.0,0.99216,0.23,0.039,4.6,7
9.8,0.99328,0.27,0.059,2.5,5
12.3,0.99031,0.34,0.034,3.3,7
11.0,0.9908,0.16,0.036,1.0,6
12.6,0.98871,0.3,0.036,1.1,7
11.6,0.99119,0.29,0.036,1.4,6
13.4,0.99146,0.21,0.02,8.55,7
11.5,0.99245,0.22,0.034,6.7,6
11.6,0.99116,0.27,0.037,3.8,6
11.1,0.9921,0.25,0.039,4.5,7
11.3,0.99162,0.13,0.043,4.2,6
9.9,0.99632,0.24,0.043,11.3,6
12.6,0.99082,0.26,0.025,5.5,8
11.8,0.9905,0.3,0.029,4.2,8
11.4,0.99177,0.38,0.042,2.2,5
9.2,0.9986,0.19,0.045,14.5,6
13.0,0.98923,0.32,0.03,1.5,5
9.3,1.00014,0.19,0.047,18.75,7
12.6,0.99026,0.26,0.03,3.6,8
9.6,0.99358,0.24,0.035,1.4,6
8.0,0.99688,0.215,0.041,5.1,3
11.8,0.99407,0.24,0.03,10.5,6
10.2,0.99226,0.23,0.043,2.0,6
12.7,0.99097,0.33,0.051,2.6,6
9.4,0.9976,0.38,0.061,9.2,5
10.2,0.99166,0.15,0.044,1.8,5
12.0,0.99184,0.32,0.044,5.7,7
11.3,0.99135,0.22,0.045,2.4,7
11.8,0.99074,0.23,0.038,1.9,7
10.9,0.99193,0.22,0.039,1.4,5
9.8,0.99226,0.48,0.043,0.9,4
12.2,0.99142,0.23,0.06,4.6,8
11.1,0.99091,0.16,0.057,1.4,7
11.4,0.99134,0.16,0.065,1.4,6
12.8,0.98964,0.32,0.051,2.3,6
10.1,0.99229,0.12,0.039,2.3,7
9.4,0.99396,0.2,0.184,4.4,6
12.2,0.99148,0.34,0.035,6.4,6
10.9,0.9913,0.21,0.046,2.9,7
10.9,0.99126,0.23,0.047,2.8,7
9.4,0.99562,0.28,0.044,8.2,5
11.4,0.99128,0.25,0.043,1.0,5
12.9,0.98896,0.12,0.044,2.9,8
9.4,0.99558,0.28,0.046,7.0,5
12.0,0.98961,0.17,0.04,1.8,7
10.1,0.99338,0.25,0.043,1.5,6
9.2,0.99572,0.25,0.047,7.6,5
11.8,0.99056,0.24,0.039,2.3,6
12.3,0.99146,0.32,0.029,8.7,7
12.3,0.99172,0.24,0.032,6.7,6
13.5,0.99012,0.22,0.032,5.0,7
12.8,0.98912,0.32,0.033,1.9,7
12.8,0.98902,0.19,0.022,2.0,7
11.0,0.99395,0.24,0.037,8.5,3
10.6,0.99539,0.35,0.039,12.6,6
12.4,0.99129,0.46,0.039,5.2,7
12.9,0.98956,0.3,0.048,2.1,7
11.1,0.9916,0.19,0.047,1.1,7
12.9,0.98889,0.24,0.032,1.3,7
11.8,0.99012,0.145,0.042,1.1,7
9.1,0.99833,0.435,0.058,9.2,6
12.7,0.98853,0.18,0.036,1.2,7
12.0,0.98942,0.18,0.036,1.1,6
11.2,0.99266,0.32,0.043,8.3,6
12.4,0.98962,0.16,0.042,1.8,7
10.4,0.99168,0.21,0.047,1.4,5
10.4,0.9968,0.29,0.05,15.7,5
12.7,0.98934,0.26,0.04,4.35,6
12.5,0.98995,0.26,0.039,1.8,7
12.0,0.991,0.17,0.037,1.6,6
11.6,0.99152,0.17,0.047,2.0,6
12.6,0.99048,0.25,0.035,5.0,7
10.2,0.99204,0.17,0.042,1.8,5
10.4,0.99202,0.17,0.036,1.3,7
11.5,0.9906,0.24,0.038,1.0,5
11.0,0.99091,0.21,0.049,1.4,6
10.1,0.99472,0.23,0.048,8.1,6
10.5,0.99452,0.23,0.046,8.6,6
12.1,0.99177,0.22,0.059,3.7,7
9.9,0.9934,0.165,0.047,5.7,6
11.4,0.99082,0.425,0.034,2.35,6
9.5,0.99784,0.38,0.048,13.65,6
10.9,0.99665,0.27,0.046,15.2,6
9.5,0.99422,0.17,0.05,4.6,6
12.6,0.98999,0.3,0.048,1.2,6
11.1,0.99254,0.26,0.059,6.65,5
9.5,0.99782,0.36,0.048,13.55,7
10.6,0.9952,0.18,0.058,9.8,6
10.6,0.99519,0.18,0.057,10.3,6
10.8,0.99384,0.16,0.055,6.7,6
9.9,0.99596,0.17,0.047,9.9,6
11.3,0.9935,0.22,0.06,7.2,6
12.6,0.98862,0.22,0.034,1.1,6
12.5,0.99151,0.36,0.034,8.3,6
12.4,0.9922,0.43,0.032,11.25,6
11.8,0.99426,0.2,0.038,12.8,7
12.2,0.99168,0.32,0.026,9.65,6
10.7,0.99556,0.2,0.048,12.6,6
11.3,0.99356,0.22,0.033,12.2,7
11.3,0.99072,0.18,0.033,1.3,7
11.5,0.98954,0.2,0.033,1.1,6
12.3,0.99076,0.2,0.033,4.8,7
12.2,0.9889,0.3,0.032,1.1,6
13.2,0.98794,0.29,0.033,1.4,6
10.2,0.99207,0.18,0.041,1.7,6
11.5,0.99355,0.22,0.039,10.6,7
11.0,0.99336,0.15,0.051,5.55,6
13.2,0.98882,0.28,0.034,2.1,7
9.5,0.99341,0.19,0.045,1.7,5
10.2,0.997,0.22,0.047,9.0,6
11.4,0.99174,0.4,0.05,1.8,6
12.5,0.99042,0.28,0.03,4.7,8
9.2,0.9984,0.36,0.046,11.3,5
12.1,0.99111,0.28,0.04,3.6,7
10.7,0.9933,0.19,0.045,6.9,7
11.2,0.99316,0.22,0.046,4.9,6
10.6,0.9946,0.23,0.044,6.95,6
11.8,0.99,0.32,0.037,1.9,6
12.6,0.99016,0.39,0.096,1.8,6
12.8,0.99381,0.24,0.026,11.3,7
12.3,0.99144,0.29,0.026,8.2,6
12.3,0.99139,0.28,0.026,8.3,8
12.4,0.9919,0.38,0.036,9.55,6
12.3,0.99192,0.28,0.03,8.4,6
9.1,0.99576,0.25,0.048,7.8,5
9.1,0.9958,0.26,0.047,7.8,5
10.6,0.9951,0.29,0.032,10.2,6
10.3,0.99304,0.19,0.042,5.5,6
9.5,0.99657,0.33,0.052,7.8,5
11.1,0.99268,0.32,0.037,7.4,6
10.8,0.99392,0.46,0.054,3.3,6
11.2,0.99242,0.19,0.028,5.0,5
11.4,0.9925,0.27,0.024,5.0,5
11.2,0.99092,0.18,0.034,1.3,6
10.2,0.99137,0.15,0.037,1.2,6
10.2,0.99642,0.32,0.041,9.9,6
11.0,0.9916,0.23,0.051,0.7,3
11.5,0.99458,0.3,0.032,4.6,7
9.8,0.99373,0.14,0.036,5.6,6
10.1,0.99586,0.24,0.042,9.5,6
8.8,0.99942,0.21,0.05,14.8,6
12.7,0.9895,0.3,0.031,2.1,7
9.8,0.9963,0.37,0.032,11.6,6
12.9,0.9892,0.64,0.03,1.2,4
8.5,1.00196,0.28,0.06,20.15,5
12.7,0.99036,0.29,0.059,4.7,8
13.1,0.989,0.28,0.026,4.3,8
9.1,0.99947,0.18,0.051,14.5,5
12.5,0.9916,0.32,0.034,4.9,6
9.1,0.99945,0.17,0.047,14.55,6
11.2,0.99375,0.24,0.039,10.05,6
9.1,0.99946,0.18,0.047,15.25,6
11.5,0.99153,0.29,0.044,3.15,5
12.9,0.98834,0.255,0.037,1.3,7
12.5,0.99138,0.34,0.076,5.2,6
12.3,0.98928,0.24,0.034,1.1,6
11.4,0.99246,0.24,0.041,7.1,6
9.4,0.99576,0.4,0.052,8.8,5
9.1,0.99956,0.3,0.057,18.5,5
12.0,0.99026,0.17,0.04,1.4,5
11.1,0.99174,0.25,0.04,1.2,5
11.8,0.99058,0.27,0.035,5.0,7
11.4,0.9905,0.16,0.042,1.6,6
9.1,0.99956,0.3,0.057,18.75,5
12.1,0.99192,0.15,0.033,6.0,8
10.4,0.99554,0.34,0.057,9.4,6
9.2,0.99536,0.17,0.044,9.7,6
13.0,0.99056,0.47,0.034,4.75,7
11.5,0.99112,0.21,0.029,5.35,7
10.0,0.99616,0.24,0.047,6.8,5
11.1,0.99266,0.34,0.038,6.9,6
12.4,0.98918,0.54,0.033,1.4,5
12.2,0.98926,0.23,0.031,0.9,6
10.6,0.99114,0.39,0.042,1.2,5
11.1,0.9912,0.105,0.037,1.3,7
13.9,0.98936,0.32,0.027,2.6,7
9.2,0.9983,0.22,0.056,12.0,6
10.5,0.99532,0.19,0.055,9.85,6
11.3,0.99189,0.24,0.042,3.85,8
12.9,0.99,0.17,0.04,2.0,6
12.9,0.98914,0.3,0.035,1.6,7
9.6,0.99537,0.29,0.046,7.8,5
12.9,0.99,0.19,0.04,1.9,6
8.8,0.99742,0.24,0.047,10.3,5
13.2,0.98884,0.16,0.031,1.1,8
10.5,0.99284,0.16,0.045,2.0,6
12.6,0.99026,0.3,0.038,4.0,8
9.5,0.99297,0.22,0.064,1.1,6
9.8,0.99711,0.36,0.06,10.4,6
13.4,0.98934,0.37,0.032,6.1,8
11.8,0.9913,0.31,0.037,1.8,7
13.1,0.98964,0.32,0.039,4.7,7
10.4,0.992,0.22,0.047,1.1,5
13.4,0.98944,0.45,0.033,6.4,8
13.0,0.99031,0.36,0.035,8.15,7
10.2,0.99393,0.21,0.056,4.8,7
11.7,0.9904,0.28,0.039,1.2,6
11.7,0.99088,0.2,0.036,1.4,6
11.4,0.99254,0.28,0.041,7.4,8
11.2,0.99158,0.2,0.057,1.0,6
13.0,0.99408,0.28,0.036,15.5,7
10.9,0.99473,0.24,0.042,8.4,6
11.6,0.98998,0.22,0.042,2.4,7
11.3,0.99146,0.24,0.038,3.95,7
12.0,0.99742,0.43,0.032,19.95,6
10.5,0.99273,0.3,0.052,2.0,6
13.1,0.98922,0.33,0.036,3.0,7
9.1,0.99869,0.29,0.054,14.3,5
13.4,0.9896,0.33,0.04,4.2,7
11.5,0.99108,0.16,0.029,1.4,7
11.2,0.99134,0.2,0.031,3.0,7
10.9,0.99385,0.33,0.042,4.9,6
13.5,0.98936,0.36,0.036,2.4,7
9.9,0.99606,0.26,0.046,10.7,6
10.5,0.99508,0.22,0.041,11.0,6
11.7,0.99038,0.19,0.046,1.4,7
11.0,0.99158,0.21,0.043,1.2,6
13.0,0.9932,0.35,0.032,12.9,6
13.6,0.99164,0.38,0.03,10.8,6
12.3,0.98987,0.19,0.031,1.3,7
13.3,0.98947,0.33,0.044,2.0,7
13.7,0.98819,0.29,0.036,1.8,7
11.1,0.99133,0.2,0.05,1.2,5
13.4,0.99143,0.33,0.038,7.5,7
9.1,0.99571,0.23,0.048,9.7,5
11.3,0.99139,0.23,0.038,3.8,7
9.4,0.99537,0.32,0.048,7.2,5
11.6,0.99186,0.36,0.028,6.3,6
12.4,0.98984,0.27,0.024,0.8,6
9.8,0.9963,0.23,0.053,8.6,6
11.1,0.99312,0.75,0.036,6.3,4
13.1,0.9897,0.35,0.034,3.1,7
9.7,0.9955,0.31,0.046,7.2,5
9.2,0.99528,0.28,0.048,7.1,5
11.7,0.99279,0.23,0.036,6.4,6
10.6,0.99704,0.22,0.045,14.7,6
10.9,0.9914,0.24,0.032,1.9,6
10.1,0.99224,0.27,0.146,1.2,5
12.2,0.99074,0.28,0.029,4.8,7
12.7,0.98892,0.27,0.031,1.2,6
13.0,0.98959,0.28,0.024,3.4,6
11.2,0.99212,0.26,0.03,4.3,6
9.4,0.99576,0.23,0.036,8.5,6
11.0,0.9919,0.33,0.031,1.8,6
9.2,1.00037,0.2,0.039,19.5,6
9.2,1.00037,0.2,0.039,19.9,6
12.3,0.992,0.47,0.029,8.3,6
10.0,0.99218,0.14,0.022,1.1,6
9.0,0.99855,0.22,0.044,16.65,6
11.1,0.99062,0.2,0.023,0.9,6
9.9,0.99362,0.14,0.042,6.1,6
12.2,0.99324,0.21,0.037,10.2,7
11.8,0.99098,0.34,0.031,3.85,4
12.9,0.99036,0.64,0.032,4.4,6
9.0,0.99398,0.48,0.05,4.5,5
12.4,0.9903,0.37,0.028,3.2,6
11.2,0.99406,0.25,0.036,9.7,6
12.6,0.9906,0.38,0.029,4.2,6
11.5,0.99089,0.26,0.031,4.2,6
11.3,0.99096,0.15,0.035,1.1,7
10.5,0.9936,0.655,0.033,5.6,4
11.9,0.9911,0.31,0.027,1.6,6
10.1,0.99396,0.17,0.036,1.6,6
11.0,0.99089,0.18,0.027,1.1,7
10.6,0.9968,0.28,0.048,14.6,5
11.3,0.99138,0.23,0.035,2.6,7
11.2,0.99098,0.22,0.038,1.2,4
11.5,0.99238,0.25,0.028,7.25,7
11.1,0.99244,0.3,0.026,6.55,5
12.8,0.99176,0.26,0.023,7.0,7
12.3,0.98993,0.32,0.037,1.5,6
10.4,0.9929,0.24,0.041,1.4,6
11.7,0.98988,0.24,0.032,1.0,7
10.7,0.992,0.28,0.044,4.2,7
9.5,0.99784,0.19,0.042,17.5,6
12.0,0.99006,0.19,0.037,1.5,7
10.8,0.99211,0.28,0.053,1.3,5
10.7,0.99202,0.28,0.043,3.9,7
10.7,0.992,0.28,0.044,4.2,7
10.7,0.99332,0.19,0.049,7.6,7
12.1,0.98958,0.16,0.031,1.0,7
11.9,0.98939,0.17,0.034,1.1,7
10.8,0.99492,0.19,0.042,11.8,6
12.3,0.99043,0.2,0.033,1.4,7
9.4,0.99787,0.39,0.053,9.7,6
9.9,0.99654,0.12,0.049,12.9,6
10.4,0.99304,0.295,0.039,1.6,7
10.4,0.9952,0.26,0.038,7.2,6
12.6,0.99165,0.32,0.027,7.1,7
12.5,0.9892,0.36,0.017,1.9,6
9.4,0.99628,0.35,0.056,8.8,5
9.2,0.99604,0.38,0.047,7.2,5
11.2,0.99164,0.14,0.047,1.4,6
9.2,0.998,0.16,0.044,14.3,6
10.8,0.99226,0.16,0.046,1.8,6
12.5,0.98914,0.24,0.037,1.2,6
9.3,0.99794,0.32,0.041,11.8,5
11.4,0.99048,0.29,0.041,0.9,5
10.0,0.99726,0.27,0.044,12.6,7
10.6,1.00295,0.45,0.031,26.05,6
10.7,0.99278,0.2,0.04,4.7,7
12.8,0.99054,0.36,0.029,6.1,7
9.5,0.99459,0.37,0.117,5.6,5
9.5,0.99459,0.38,0.117,5.3,6
9.5,0.9946,0.36,0.118,5.7,6
10.8,0.99362,0.3,0.036,8.0,6
8.8,0.99966,0.21,0.045,17.6,6
11.0,0.99442,0.31,0.021,8.8,7
12.4,0.98918,0.58,0.02,1.5,6
11.3,0.99089,0.26,0.02,1.4,7
11.2,0.99474,0.3,0.018,4.8,7
12.5,0.99008,0.29,0.014,2.4,7
10.0,0.99348,0.13,0.017,3.7,6
11.0,0.99283,0.19,0.047,4.9,6
10.5,0.99398,0.25,0.052,5.7,6
11.4,0.9908,0.24,0.046,2.0,7
11.3,0.99165,0.18,0.039,5.1,6
12.2,0.99076,0.33,0.031,4.5,7
12.6,0.98942,0.29,0.037,3.2,7
11.1,0.99244,0.31,0.032,6.65,5
12.3,0.99058,0.29,0.035,1.6,6
10.4,0.99255,0.19,0.037,4.0,4
8.8,0.99916,0.32,0.06,17.75,6
9.5,0.99306,0.085,0.036,1.4,6
10.4,0.99498,0.18,0.047,7.2,6
13.0,0.99,0.52,0.038,5.7,7
12.2,0.99338,0.28,0.03,8.5,7
10.5,0.99456,0.15,0.035,11.4,8
10.8,0.9926,0.275,0.043,5.4,7
13.2,0.98856,0.53,0.036,2.7,8
13.0,0.98946,0.32,0.032,4.3,8
10.0,0.99346,0.22,0.049,1.2,6
10.4,0.99268,0.6,0.05,1.8,4
12.4,0.98944,0.26,0.034,1.3,6
12.9,0.98976,0.29,0.035,5.7,8
10.5,0.99523,0.21,0.038,11.7,7
11.2,0.99402,0.27,0.03,11.0,5
12.7,0.98916,0.37,0.029,1.6,7
9.4,0.99655,0.21,0.044,11.6,6
12.9,0.99071,0.3,0.025,6.2,7
13.0,0.98889,0.41,0.032,1.8,8
13.6,0.98742,0.3,0.029,1.2,7
9.1,0.99336,0.34,0.053,1.0,5
10.4,0.992,0.25,0.049,2.4,6
13.6,0.98742,0.3,0.029,1.2,7
12.2,0.99275,0.58,0.032,8.2,6
8.7,1.00044,0.23,0.085,18.8,5
10.5,0.99444,0.2,0.037,9.6,7
10.2,0.99742,0.15,0.044,12.9,6
12.5,0.99228,0.22,0.027,9.2,8
11.3,0.99058,0.16,0.051,1.2,7
12.6,0.99164,0.31,0.028,8.0,7
9.8,0.99438,0.3,0.087,1.6,5
10.8,0.99402,0.16,0.03,12.0,5
12.5,0.99128,0.21,0.04,2.5,6
11.5,0.991,0.21,0.027,4.4,7
11.4,0.9931,0.22,0.027,8.8,6
11.0,0.99112,0.15,0.053,1.3,6
10.2,0.99742,0.15,0.044,12.9,6
11.6,0.98961,0.22,0.036,1.2,6
10.1,0.99344,0.3,0.076,1.5,5
9.2,0.99904,0.26,0.05,18.15,5
9.1,0.99884,0.24,0.05,13.1,6
11.7,0.98949,0.15,0.037,1.0,6
12.6,0.99014,0.34,0.041,1.6,6
9.0,0.99786,0.35,0.088,11.8,5
10.1,0.99206,0.31,0.039,1.4,5
13.6,0.98722,0.67,0.02,1.0,5
9.2,0.99666,0.2,0.045,10.6,5
8.8,0.99754,0.28,0.049,10.4,5
10.0,0.99272,0.18,0.028,1.1,4
9.1,0.99712,0.35,0.036,7.4,6
11.2,0.99104,0.22,0.041,1.2,5
9.2,0.99373,0.18,0.053,3.4,6
9.5,0.9956,0.3,0.038,8.0,5
11.9,0.99095,0.34,0.024,2.5,7
9.8,0.99382,0.3,0.068,2.0,5
9.8,0.99382,0.31,0.069,2.0,5
10.8,0.99299,0.265,0.036,6.9,7
11.3,0.99048,0.255,0.051,1.2,6
12.1,0.99254,0.26,0.028,9.4,6
11.3,0.9902,0.17,0.03,2.9,7
13.5,0.99012,0.2,0.028,5.4,7
10.3,0.99293,0.28,0.044,1.3,5
9.0,1.00022,0.22,0.035,20.8,6
11.6,0.99382,0.34,0.041,10.3,6
12.5,0.98954,0.19,0.029,1.6,6
8.6,0.99936,0.21,0.042,13.1,5
13.4,0.9884,0.22,0.16,1.8,6
12.7,0.99144,0.32,0.026,8.0,4
